Construction,Req_Finish_Fabrics,Fabric_Allowance,Rec_Beam_length(yds),Shrink_allow,Previous_pdn,Req_grey_fabric,Req_beam_length(yds),Total_Pdn(yds),Rejection,warp_count,weft_count,epi,ppi
50x50/100x90,3500.0,8.0,4366.7447999999995,12.0,TOTAL,3804.3478260869565,3953.111310940261,3701,4,50,50.0,100,90
40x40/130x90,1660.0,7.0,2187.2,14.5,TOTAL,1784.9462365591398,1908.9762408817062,1770,22,40,40.0,130,90
40x40/130x90,2450.0,7.0,3193.312,14.5,TOTAL,2634.4086021505377,2817.464933831434,2620,47,40,40.0,130,90
50x50/100x80,4860.0,8.0,4899.3279999999995,11.0,TOTAL,5282.608695652174,5427.501269543919,1760,0,50,50.0,100,80
50x50/100x80,4860.0,7.0,5987.459999999999,13.5,TOTAL,5225.806451612903,5524.318527568601,3894,34,50,50.0,100,80
50x50/100x80,4860.0,8.0,5952.4648,11.0,TOTAL,5282.608695652174,5427.501269543919,3262,40,50,50.0,100,80
40x40/110x90,4800.0,7.0,8202,14.5,TOTAL,5161.290322580645,5519.931298935054,6774,0,40,40.0,110,90
40x40/92x70,2100.0,7.9,2504.3439999999996,10.3,TOTAL,2280.130293159609,2324.3885098988917,2148,36,40,40.0,92,70
40x40/110x70,2975.0,8.2,3663.5599999999995,10.2,TOTAL,3240.740740740741,3299.965888535465,2266,12,40,40.0,110,70
40x40/110x70,2975.0,8.18,3636.22,10.21,TOTAL,3240.034850795034,3299.6145386897583,1366,11,40,40.0,110,70
40x40/110x70,2975.0,8.2,3619.816,10.2,TOTAL,3240.740740740741,3299.965888535465,1995,0,40,40.0,110,70
40x40/110x90,28968.0,7.0,37340.971999999994,14.5,TOTAL,31148.387096774193,33312.78538907305,20923,146,40,40.0,110,90
40x40/110x90,27868.0,8.0,35808.83839999999,14.5,TOTAL,30291.304347826088,32396.14679755696,24898,212,40,40.0,110,90
40x40/120x80,43920.0,7.0,40610.835999999996,13.5,TOTAL,47225.8064516129,49923.47113802735,20288,94,40,40.0,120,80
40x40/110x70,8200.0,7.0,9804.124,10.0,TOTAL,8817.20430107527,8958.388503896682,8124,7,40,40.0,110,70
30x30/110x70,23700.0,7.0,19017.703999999998,13.5,TOTAL,25483.870967741936,26939.578004809842,10981,60,30,30.0,110,70
30x30/110x70,14900.0,7.0,18624.007999999998,13.5,TOTAL,16021.505376344086,16936.69672032349,15237,92,30,30.0,110,70
40x40/130x90,1300.0,14.2,1782.5679999999998,16.0,TOTAL,1515.1515151515152,1649.3707056984308,1481,39,40,40.0,130,90
40+40/2x40/110x80,17250.0,6.0,15857.199999999999,12.0,TOTAL,18351.063829787236,19068.655472529466,284,6,double_40,40.0,110,80
40x40/110x90,2840.0,7.2,3619.816,14.7,TOTAL,3060.344827586207,3280.6721442567773,1675,13,40,40.0,110,90
40x40/110x90,57000.0,7.0,63948.259999999995,14.5,TOTAL,61290.32258064516,65549.18417485376,31725,65,40,40.0,110,90
40x40/110x90,33900.0,7.0,27482.167999999998,14.55,TOTAL,36451.6129032258,39007.32610054199,8316,29,40,40.0,110,90
40x40/110x90,78600.0,7.0,58048.28799999999,14.5,TOTAL,84516.12903225806,90388.8750200615,12897,149,40,40.0,110,90
40x40/130x80,1500.0,10.7,1968.4799999999998,14.7,TOTAL,1679.7312430011198,1800.6622812822081,1609,7,40,40.0,130,80
40x40/130x80,1200.0,13.1,1596.656,14.1,TOTAL,1380.897583429229,1469.9745108477782,1294,0,40,40.0,130,80
40x40/130x80,1200.0,13.0,1607.5919999999999,14.2,TOTAL,1379.3103448275863,1469.996172717965,1344,0,40,40.0,130,80
40x40/130x80,2600.0,8.1,3313.6079999999997,14.3,TOTAL,2829.1621327529924,3018.689979369725,408,5,40,40.0,130,80
40x40/100x70,1150.0,14.8,1492.764,10.5,TOTAL,1349.7652582159624,1379.039508911128,892,0,40,40.0,100,70
40x40/100x70,1200.0,14.5,1531.04,10.3,TOTAL,1403.5087719298247,1430.7514236370125,190,0,40,40.0,100,70
40x40/100x70,700.0,13.9,869.4119999999999,12.5,TOTAL,813.0081300813009,849.6270562036796,734,0,40,40.0,100,70
40x40/133x72,4000.0,5.1,3969.7679999999996,11.0,TOTAL,4214.963119072708,4330.572071082322,496,8,40,40.0,133,72
40x40/110x90,8890.0,7.0,41906.75199999999,14.55,TOTAL,9559.139784946237,10229.354838755706,20630,13,40,40.0,110,90
40x40/110x90,47900.0,7.0,2733.9999999999995,14.5,TOTAL,51505.37634408602,55084.31442062273,228,0,40,40.0,110,90
40x40/120x80,41215.0,7.0,15427.4152,12.5,TOTAL,44317.20430107527,46313.30787028453,3634,17,40,40.0,120,80
40x40/120x80,40085.0,7.0,42010.64399999999,12.51,TOTAL,43102.15053763441,45048.67495112036,7523,41,40,40.0,120,80
40x40/110x90,18400.0,7.0,16732.079999999998,14.5,TOTAL,19784.94623655914,21159.736645917703,2932,0,40,40.0,110,90
40x40/130x90,850.0,17.0,1170.1519999999998,15.7,TOTAL,1024.0963855421687,1110.8483061832076,934,8,40,40.0,130,90
30x30/110x70,1300.0,13.4,1727.888,13.6,TOTAL,1501.1547344110857,1588.7414130139812,249,0,30,30.0,110,70
40x40/110x90,8890.0,7.0,2624.64,14.55,TOTAL,9559.139784946237,10229.354838755706,62,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,8956.583999999999,14.5,TOTAL,127760.21505376344,136637.8494053263,512,0,40,40.0,110,90
40x40/100x70,118817.0,7.0,131.232,10.0,TOTAL,127760.21505376344,129805.95693505999,107,0,40,40.0,100,70
40x40/120x90,118817.0,7.0,131.232,14.5,TOTAL,127760.21505376344,136637.8494053263,101,0,40,40.0,120,90
20x20/82x64,118817.0,7.0,174.976,14.5,TOTAL,127760.21505376344,136637.8494053263,142,0,20,20.0,82,64
40x40/130x100,118817.0,7.0,295.272,14.5,TOTAL,127760.21505376344,136637.8494053263,243,0,40,40.0,130,100
40x40/110x90,118817.0,7.0,131.232,14.5,TOTAL,127760.21505376344,136637.8494053263,104,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,142.16799999999998,14.5,TOTAL,127760.21505376344,136637.8494053263,104,0,40,40.0,110,90
40x30/130x80,118817.0,7.0,109.35999999999999,14.5,TOTAL,127760.21505376344,136637.8494053263,90,0,30,30.0,130,80
40x40/110x90,118817.0,7.0,153.10399999999998,14.5,TOTAL,127760.21505376344,136637.8494053263,108,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,136.7,14.5,TOTAL,127760.21505376344,136637.8494053263,110,0,40,40.0,110,90
40x40/100x70,118817.0,7.0,136.7,14.5,TOTAL,127760.21505376344,136637.8494053263,92,0,40,40.0,100,70
40x40/110x90,118817.0,7.0,52.492799999999995,14.5,TOTAL,127760.21505376344,136637.8494053263,34,0,40,40.0,110,90
40x40/120x80,118817.0,7.0,43.744,14.5,TOTAL,127760.21505376344,136637.8494053263,28,0,40,40.0,120,80
40x40/110x90,118817.0,7.0,180.444,14.5,TOTAL,127760.21505376344,136637.8494053263,149,0,40,40.0,110,90
50x50/120x90,118817.0,7.0,180.444,14.5,TOTAL,127760.21505376344,136637.8494053263,127,0,50,50.0,120,90
40+40/2/40/110x80,31300.0,6.0,38286.935999999994,12.5,TOTAL,33297.87234042553,34797.651102963246,30540,285,double_40,80.0,110,80
40x40/110x90,10450.0,7.0,13057.583999999999,14.5,TOTAL,11236.559139784946,12017.350432056523,11019,39,40,40.0,110,90
40x40/110x80,900.0,11.5,1902.8639999999998,12.5,TOTAL,1016.9491525423729,1062.7538431835856,1528,0,40,40.0,110,80
40x40/130x80,8000.0,8.0,10093.928,14.0,TOTAL,8695.652173913044,9245.81515914267,8944,58,40,40.0,130,80
40x40/130x80,1300.0,11.5,1651.3359999999998,14.0,TOTAL,1468.9265536723165,1561.8636907252305,1394,0,40,40.0,130,80
40x40/120x70,1240.0,13.5,13320.047999999999,11.5,TOTAL,1433.5260115606936,1481.1662425872707,11196,203,40,40.0,120,70
40x40/130x90,264.0,20.0,2876.1679999999997,14.5,TOTAL,330.0,352.93060742566,2290,73,40,40.0,130,90
40x40/130x80,356.0,19.0,2477.004,14.5,TOTAL,439.5061728395062,470.0460016593152,2031,49,40,40.0,130,80
40x40/110x90,62800.0,7.0,292116.964,14.5,TOTAL,67526.8817204301,72219.10116106695,245343,906,40,40.0,110,90
30x30/110x70,1000.0,15.0,4188.487999999999,13.5,TOTAL,1176.4705882352941,1243.6737425898812,3508,42,30,30.0,110,70
30x30/110x70,1100.0,14.4,33039.843199999996,13.6,TOTAL,1285.0467289719627,1360.0243260577988,27036,290,30,30.0,110,70
40x40/130x90,5800.0,8.0,7545.839999999999,14.5,TOTAL,6304.347826086957,6742.416083889421,6331,19,40,40.0,130,90
40x40/110x90,34820.0,7.0,37975.259999999995,14.5,TOTAL,37440.86021505376,40042.50163102471,32011,162,40,40.0,110,90
40x40/110x90,30615.0,7.0,82556.9576,14.5,TOTAL,32919.354838709674,35206.811816020134,69154,341,40,40.0,110,90
40x40/110x90,24900.0,7.0,69634.98,14.5,TOTAL,26774.1935483871,28634.64361322559,58218,505,40,40.0,110,90
40x40/110x90,6700.0,7.0,32353.0624,14.5,TOTAL,7204.301075268817,7704.904104763514,26677,169,40,40.0,110,90
40x40/110x90,8950.0,7.0,47945.6112,14.5,TOTAL,9623.655913978495,10292.371901139319,40055,284,40,40.0,110,90
50x50/100x90,3500.0,8.0,4366.7447999999995,12.0,TOTAL,3804.3478260869565,3953.111310940261,3701,4,50,50.0,100,90
40x40/130x90,1660.0,7.0,2187.2,14.5,TOTAL,1784.9462365591398,1908.9762408817062,1770,22,40,40.0,130,90
40x40/130x90,2450.0,7.0,3193.312,14.5,TOTAL,2634.4086021505377,2817.464933831434,2620,47,40,40.0,130,90
50x50/100x80,4860.0,8.0,5971.056,11.0,TOTAL,5282.608695652174,5427.501269543919,2136,0,50,50.0,100,80
50x50/100x80,4860.0,7.0,5987.459999999999,13.5,TOTAL,5225.806451612903,5524.318527568601,4035,48,50,50.0,100,80
50x50/100x80,4860.0,8.0,5952.4648,11.0,TOTAL,5282.608695652174,5427.501269543919,3659,40,50,50.0,100,80
40x40/110x90,4800.0,7.0,8202,14.5,TOTAL,5161.290322580645,5519.931298935054,6774,0,40,40.0,110,90
40x40/92x70,2100.0,7.9,2504.3439999999996,10.3,TOTAL,2280.130293159609,2324.3885098988917,2154,36,40,40.0,92,70
40x40/110x70,2975.0,8.2,3663.5599999999995,10.2,TOTAL,3240.740740740741,3299.965888535465,2483,12,40,40.0,110,70
40x40/110x70,2975.0,8.18,3636.22,10.21,TOTAL,3240.034850795034,3299.6145386897583,1610,11,40,40.0,110,70
40x40/110x70,2975.0,8.2,3619.816,10.2,TOTAL,3240.740740740741,3299.965888535465,2217,0,40,40.0,110,70
40x40/110x90,28968.0,7.0,37340.971999999994,14.5,TOTAL,31148.387096774193,33312.78538907305,22434,146,40,40.0,110,90
40x40/110x90,27868.0,8.0,35808.83839999999,14.5,TOTAL,30291.304347826088,32396.14679755696,25956,221,40,40.0,110,90
40x40/120x80,43920.0,7.0,45679.672,13.5,TOTAL,47225.8064516129,49923.47113802735,21647,97,40,40.0,120,80
40x40/110x70,8200.0,7.0,9804.124,10.0,TOTAL,8817.20430107527,8958.388503896682,8124,7,40,40.0,110,70
30x30/110x70,23700.0,7.0,24427.743199999997,13.5,TOTAL,25483.870967741936,26939.578004809842,11865,67,30,30.0,110,70
30x30/110x70,14900.0,7.0,18624.007999999998,13.5,TOTAL,16021.505376344086,16936.69672032349,15237,92,30,30.0,110,70
40x40/130x90,1300.0,14.2,1782.5679999999998,16.0,TOTAL,1515.1515151515152,1649.3707056984308,1481,39,40,40.0,130,90
40+40/2x40/110x80,17250.0,6.0,15857.199999999999,12.0,TOTAL,18351.063829787236,19068.655472529466,823,24,double_40,40.0,110,80
40x40/110x90,2840.0,7.2,3619.816,14.7,TOTAL,3060.344827586207,3280.6721442567773,1856,13,40,40.0,110,90
40x40/110x90,57000.0,7.0,63948.259999999995,14.5,TOTAL,61290.32258064516,65549.18417485376,34944,83,40,40.0,110,90
40x40/110x90,33900.0,7.0,27482.167999999998,14.55,TOTAL,36451.6129032258,39007.32610054199,9984,33,40,40.0,110,90
40x40/110x90,78600.0,7.0,60782.28799999999,14.5,TOTAL,84516.12903225806,90388.8750200615,16533,157,40,40.0,110,90
40x40/130x80,1500.0,10.7,1968.4799999999998,14.7,TOTAL,1679.7312430011198,1800.6622812822081,1609,7,40,40.0,130,80
40x40/130x80,1200.0,13.1,1596.656,14.1,TOTAL,1380.897583429229,1469.9745108477782,1294,0,40,40.0,130,80
40x40/130x80,1200.0,13.0,1607.5919999999999,14.2,TOTAL,1379.3103448275863,1469.996172717965,1344,0,40,40.0,130,80
40x40/130x80,2600.0,8.1,3313.6079999999997,14.3,TOTAL,2829.1621327529924,3018.689979369725,611,5,40,40.0,130,80
40x40/100x70,1150.0,14.8,1492.764,10.5,TOTAL,1349.7652582159624,1379.039508911128,1078,0,40,40.0,100,70
40x40/100x70,1200.0,14.5,1531.04,10.3,TOTAL,1403.5087719298247,1430.7514236370125,418,0,40,40.0,100,70
40x40/100x70,700.0,13.9,869.4119999999999,12.5,TOTAL,813.0081300813009,849.6270562036796,734,0,40,40.0,100,70
40x40/133x72,4000.0,5.1,3969.7679999999996,11.0,TOTAL,4214.963119072708,4330.572071082322,676,8,40,40.0,133,72
40x40/110x90,8890.0,7.0,45565.9376,14.55,TOTAL,9559.139784946237,10229.354838755706,23248,16,40,40.0,110,90
40x40/110x90,47900.0,7.0,2733.9999999999995,14.5,TOTAL,51505.37634408602,55084.31442062273,367,0,40,40.0,110,90
40x40/120x80,41215.0,7.0,23093.551199999998,12.5,TOTAL,44317.20430107527,46313.30787028453,4292,17,40,40.0,120,80
40x40/120x80,40085.0,7.0,42010.64399999999,12.51,TOTAL,43102.15053763441,45048.67495112036,9718,74,40,40.0,120,80
40x40/110x90,18400.0,7.0,19487.951999999997,14.5,TOTAL,19784.94623655914,21159.736645917703,4124,0,40,40.0,110,90
40x40/130x90,850.0,17.0,1170.1519999999998,15.7,TOTAL,1024.0963855421687,1110.8483061832076,954,8,40,40.0,130,90
30x30/110x70,1300.0,13.4,1727.888,13.6,TOTAL,1501.1547344110857,1588.7414130139812,445,0,30,30.0,110,70
40x40/110x90,8890.0,7.0,2624.64,14.55,TOTAL,9559.139784946237,10229.354838755706,244,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,8956.583999999999,14.5,TOTAL,127760.21505376344,136637.8494053263,947,0,40,40.0,110,90
40x40/100x70,118817.0,7.0,131.232,10.0,TOTAL,127760.21505376344,129805.95693505999,107,0,40,40.0,100,70
40x40/120x90,118817.0,7.0,131.232,14.5,TOTAL,127760.21505376344,136637.8494053263,101,0,40,40.0,120,90
20x20/82x64,118817.0,7.0,174.976,14.5,TOTAL,127760.21505376344,136637.8494053263,142,0,20,20.0,82,64
40x40/130x100,118817.0,7.0,295.272,14.5,TOTAL,127760.21505376344,136637.8494053263,243,0,40,40.0,130,100
40x40/110x90,118817.0,7.0,131.232,14.5,TOTAL,127760.21505376344,136637.8494053263,104,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,142.16799999999998,14.5,TOTAL,127760.21505376344,136637.8494053263,104,0,40,40.0,110,90
40x30/130x80,118817.0,7.0,109.35999999999999,14.5,TOTAL,127760.21505376344,136637.8494053263,90,0,30,30.0,130,80
40x40/110x90,118817.0,7.0,153.10399999999998,14.5,TOTAL,127760.21505376344,136637.8494053263,108,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,136.7,14.5,TOTAL,127760.21505376344,136637.8494053263,110,0,40,40.0,110,90
40x40/100x70,118817.0,7.0,136.7,14.5,TOTAL,127760.21505376344,136637.8494053263,92,0,40,40.0,100,70
40x40/110x90,118817.0,7.0,52.492799999999995,14.5,TOTAL,127760.21505376344,136637.8494053263,34,0,40,40.0,110,90
40x40/120x80,118817.0,7.0,43.744,14.5,TOTAL,127760.21505376344,136637.8494053263,28,0,40,40.0,120,80
40x40/130x80,118817.0,7.0,98.42399999999999,14.5,TOTAL,127760.21505376344,136637.8494053263,80,0,40,40.0,130,80
40x40/110x90,118817.0,7.0,180.444,14.5,TOTAL,127760.21505376344,136637.8494053263,149,0,40,40.0,110,90
50x50/120x90,118817.0,7.0,180.444,14.5,TOTAL,127760.21505376344,136637.8494053263,127,0,50,50.0,120,90
40+40/2/40/110x80,31300.0,6.0,38286.935999999994,12.5,TOTAL,33297.87234042553,34797.651102963246,30693,285,double_40,80.0,110,80
40x40/110x90,10450.0,7.0,13057.583999999999,14.5,TOTAL,11236.559139784946,12017.350432056523,11019,39,40,40.0,110,90
40x40/110x80,900.0,11.5,1902.8639999999998,12.5,TOTAL,1016.9491525423729,1062.7538431835856,1528,0,40,40.0,110,80
40x40/130x80,8000.0,8.0,10093.928,14.0,TOTAL,8695.652173913044,9245.81515914267,8944,58,40,40.0,130,80
40x40/130x80,1300.0,11.5,1651.3359999999998,14.0,TOTAL,1468.9265536723165,1561.8636907252305,1394,0,40,40.0,130,80
40x40/120x70,1240.0,13.5,13320.047999999999,11.5,TOTAL,1433.5260115606936,1481.1662425872707,11196,203,40,40.0,120,70
40x40/130x90,264.0,20.0,2876.1679999999997,14.5,TOTAL,330.0,352.93060742566,2290,73,40,40.0,130,90
40x40/130x80,356.0,19.0,2477.004,14.5,TOTAL,439.5061728395062,470.0460016593152,2031,49,40,40.0,130,80
40x40/110x90,62800.0,7.0,292116.964,14.5,TOTAL,67526.8817204301,72219.10116106695,245503,906,40,40.0,110,90
30x30/110x70,1000.0,15.0,4188.487999999999,13.5,TOTAL,1176.4705882352941,1243.6737425898812,3508,42,30,30.0,110,70
30x30/110x70,1100.0,14.4,33039.843199999996,13.6,TOTAL,1285.0467289719627,1360.0243260577988,27036,290,30,30.0,110,70
40x40/130x90,5800.0,8.0,7545.839999999999,14.5,TOTAL,6304.347826086957,6742.416083889421,6331,19,40,40.0,130,90
40x40/110x90,34820.0,7.0,37975.259999999995,14.5,TOTAL,37440.86021505376,40042.50163102471,32011,162,40,40.0,110,90
40x40/110x90,30615.0,7.0,82556.9576,14.5,TOTAL,32919.354838709674,35206.811816020134,69154,341,40,40.0,110,90
40x40/110x90,24900.0,7.0,69634.98,14.5,TOTAL,26774.1935483871,28634.64361322559,58218,505,40,40.0,110,90
40x40/110x90,6700.0,7.0,32353.0624,14.5,TOTAL,7204.301075268817,7704.904104763514,26814,169,40,40.0,110,90
40x40/110x90,8950.0,7.0,47945.6112,14.5,TOTAL,9623.655913978495,10292.371901139319,40055,284,40,40.0,110,90
50x50/100x90,3500.0,8.0,4366.7447999999995,12.0,TOTAL,3804.3478260869565,3953.111310940261,3701,4,50,50.0,100,90
40x40/130x90,1660.0,7.0,2187.2,14.5,TOTAL,1784.9462365591398,1908.9762408817062,1770,22,40,40.0,130,90
40x40/130x90,2450.0,7.0,3193.312,14.5,TOTAL,2634.4086021505377,2817.464933831434,2620,47,40,40.0,130,90
50x50/100x80,4860.0,8.0,5971.056,11.0,TOTAL,5282.608695652174,5427.501269543919,2594,3,50,50.0,100,80
50x50/100x80,4860.0,7.0,5987.459999999999,13.5,TOTAL,5225.806451612903,5524.318527568601,4171,48,50,50.0,100,80
50x50/100x80,4860.0,8.0,5952.4648,11.0,TOTAL,5282.608695652174,5427.501269543919,4005,40,50,50.0,100,80
40x40/110x90,4800.0,7.0,8202,14.5,TOTAL,5161.290322580645,5519.931298935054,6774,0,40,40.0,110,90
40x40/92x70,2100.0,7.9,2504.3439999999996,10.3,TOTAL,2280.130293159609,2324.3885098988917,2154,36,40,40.0,92,70
40x40/110x70,2975.0,8.2,3663.5599999999995,10.2,TOTAL,3240.740740740741,3299.965888535465,2698,12,40,40.0,110,70
40x40/110x70,2975.0,8.18,3636.22,10.21,TOTAL,3240.034850795034,3299.6145386897583,1835,11,40,40.0,110,70
40x40/110x70,2975.0,8.2,3619.816,10.2,TOTAL,3240.740740740741,3299.965888535465,2443,0,40,40.0,110,70
40x40/110x90,28968.0,7.0,37340.971999999994,14.5,TOTAL,31148.387096774193,33312.78538907305,23859,196,40,40.0,110,90
40x40/110x90,27868.0,8.0,35808.83839999999,14.5,TOTAL,30291.304347826088,32396.14679755696,26886,221,40,40.0,110,90
40x40/120x80,43920.0,7.0,45679.672,13.5,TOTAL,47225.8064516129,49923.47113802735,23119,108,40,40.0,120,80
40x40/110x70,8200.0,7.0,9804.124,10.0,TOTAL,8817.20430107527,8958.388503896682,8124,7,40,40.0,110,70
30x30/110x70,23700.0,7.0,24427.743199999997,13.5,TOTAL,25483.870967741936,26939.578004809842,12902,74,30,30.0,110,70
30x30/110x70,14900.0,7.0,18624.007999999998,13.5,TOTAL,16021.505376344086,16936.69672032349,15237,92,30,30.0,110,70
40x40/130x90,1300.0,14.2,1782.5679999999998,16.0,TOTAL,1515.1515151515152,1649.3707056984308,1481,39,40,40.0,130,90
40+40/2x40/110x80,17250.0,6.0,21139.287999999997,12.0,TOTAL,18351.063829787236,19068.655472529466,1607,24,double_40,40.0,110,80
40x40/110x90,2840.0,7.2,3619.816,14.7,TOTAL,3060.344827586207,3280.6721442567773,2053,13,40,40.0,110,90
40x40/110x90,18400.0,7.0,86268.636,14.5,TOTAL,19784.94623655914,21159.736645917703,43547,104,40,40.0,110,90
40x40/110x90,33900.0,7.0,27482.167999999998,14.55,TOTAL,36451.6129032258,39007.32610054199,11524,33,40,40.0,110,90
40x40/110x90,78600.0,7.0,60782.28799999999,14.5,TOTAL,84516.12903225806,90388.8750200615,20190,157,40,40.0,110,90
40x40/130x80,1500.0,10.7,1968.4799999999998,14.7,TOTAL,1679.7312430011198,1800.6622812822081,1609,7,40,40.0,130,80
40x40/130x80,1200.0,13.1,1596.656,14.1,TOTAL,1380.897583429229,1469.9745108477782,1294,0,40,40.0,130,80
40x40/130x80,1200.0,13.0,1607.5919999999999,14.2,TOTAL,1379.3103448275863,1469.996172717965,1344,0,40,40.0,130,80
40x40/130x80,2600.0,8.1,3313.6079999999997,14.3,TOTAL,2829.1621327529924,3018.689979369725,815,5,40,40.0,130,80
40x40/100x70,1150.0,14.8,1492.764,10.5,TOTAL,1349.7652582159624,1379.039508911128,1281,0,40,40.0,100,70
40x40/100x70,1200.0,14.5,1531.04,10.3,TOTAL,1403.5087719298247,1430.7514236370125,650,0,40,40.0,100,70
40x40/100x70,700.0,13.9,869.4119999999999,12.5,TOTAL,813.0081300813009,849.6270562036796,734,0,40,40.0,100,70
40x40/133x72,4000.0,5.1,3969.7679999999996,11.0,TOTAL,4214.963119072708,4330.572071082322,896,8,40,40.0,133,72
40x40/110x90,8890.0,7.0,45565.9376,14.55,TOTAL,9559.139784946237,10229.354838755706,25838,21,40,40.0,110,90
40x40/110x90,47900.0,7.0,2733.9999999999995,14.5,TOTAL,51505.37634408602,55084.31442062273,485,0,40,40.0,110,90
40x40/120x80,41215.0,7.0,26953.959199999998,12.5,TOTAL,44317.20430107527,46313.30787028453,5167,22,40,40.0,120,80
40x40/120x80,40085.0,7.0,42010.64399999999,12.51,TOTAL,43102.15053763441,45048.67495112036,12001,90,40,40.0,120,80
40x40/130x90,850.0,17.0,1170.1519999999998,15.7,TOTAL,1024.0963855421687,1110.8483061832076,954,8,40,40.0,130,90
30x30/110x70,1300.0,13.4,1727.888,13.6,TOTAL,1501.1547344110857,1588.7414130139812,656,6,30,30.0,110,70
40x40/110x90,8890.0,7.0,2624.64,14.55,TOTAL,9559.139784946237,10229.354838755706,381,0,40,40.0,110,90
40x40/110x90,88680.0,7.0,3247.9919999999997,14.5,TOTAL,95354.83870967742,101980.73074782513,12,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,8956.583999999999,14.5,TOTAL,127760.21505376344,136637.8494053263,1390,0,40,40.0,110,90
40x40/100x70,118817.0,7.0,131.232,10.0,TOTAL,127760.21505376344,129805.95693505999,107,0,40,40.0,100,70
40x40/120x90,118817.0,7.0,131.232,14.5,TOTAL,127760.21505376344,136637.8494053263,101,0,40,40.0,120,90
20x20/82x64,118817.0,7.0,174.976,14.5,TOTAL,127760.21505376344,136637.8494053263,142,0,20,20.0,82,64
40x40/130x100,118817.0,7.0,295.272,14.5,TOTAL,127760.21505376344,136637.8494053263,243,0,40,40.0,130,100
40x40/110x90,118817.0,7.0,131.232,14.5,TOTAL,127760.21505376344,136637.8494053263,104,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,142.16799999999998,14.5,TOTAL,127760.21505376344,136637.8494053263,104,0,40,40.0,110,90
40x30/130x80,118817.0,7.0,109.35999999999999,14.5,TOTAL,127760.21505376344,136637.8494053263,90,0,30,30.0,130,80
40x40/110x90,118817.0,7.0,153.10399999999998,14.5,TOTAL,127760.21505376344,136637.8494053263,108,0,40,40.0,110,90
40x40/110x90,118817.0,7.0,136.7,14.5,TOTAL,127760.21505376344,136637.8494053263,110,0,40,40.0,110,90
40x40/100x70,118817.0,7.0,136.7,14.5,TOTAL,127760.21505376344,136637.8494053263,92,0,40,40.0,100,70
